program_order,program_id,program_en,program_zh,program_short_en,program_short_zh,program_kind_en,program_kind_zh,program_color,program_blurb_en,program_blurb_zh,program_film_count,order_in_program,film_id,title_en,title_zh,year,director,director_zh,runtime_min,country,country_zh,language,format_tags,synopsis_en,synopsis_zh,poster_url,imdb_id,imdb_url,tmdb_id
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,5,asian-film-of-the-year-the-world-of-love,THE WORLD OF LOVE,世界的主人,2025,,,,,,,,,,,,https://www.imdb.com/find/?q=THE+WORLD+OF+LOVE+2025&s=tt&ttype=ft,
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,6,asian-film-of-the-year-ah-girl,AH GIRL,泡泡糖女孩,2026,Ang Geck Geck,,99,Singapore,,ZH,,"Singapore, 1994. Ah Girl is a curious 7-year-old girl. Since her parents separated, she lives in a small flat with her younger sister, Ah Tian, her easygoing Pa who works nightshifts, and her irritable Grandmother. They see their needy and unreliable Mum on weekends. One weekend, drunk Mum asks if Ah Girl wants to live with her when she gets a bigger flat. This question disrupts Ah Girl's sense of the world, and the rest of the film unfolds as she struggles with the decision. She becomes increasingly aware that her family life is far from normal.",七岁女孩经历父母分居，被迫早熟，觉得大人都是骗人的。国家开始全面禁售香口胶，她偷偷卖吹波胶给同学谋利。暗恋班上男孩，留长发渴望吸引注意。有时候觉得男仔头妹妹很烦，但始终跟她难离难舍。寄居祖母家，爸爸吊儿郎当，不停换女朋友。周末才见到的妈妈，打扮漂亮却不快乐。,https://image.tmdb.org/t/p/w500/zbJtZcDdAlzvB2l5FgnxukWhmkO.jpg,tt35683770,https://www.imdb.com/title/tt35683770/,747509
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,7,asian-film-of-the-year-sink,SINK,沉没,2025,,,,,,,,,,,,https://www.imdb.com/find/?q=SINK+2025&s=tt&ttype=ft,
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,8,asian-film-of-the-year-full-plate,FULL PLATE,满盘皆忙,2025,Tannishtha Chatterjee,,109,India,,HI,,"Amreen is a Muslim woman with a talent for cooking. After her husband Imtiaz is injured in an accident, she decides to become the breadwinner. Despite family opposition and difficulty finding work due to prejudice against her black hijab, she lands her first job as a cook for a vegan couple, Parul and Vinod. Although Amreen initially struggles with unfamiliar ingredients and strange cooking methods, she gains recognition and becomes highly sought after. Yet in doing so, her husband's position as head of the household inevitably weakens.","阿姆琳是一位极具烹饪天赋的穆斯林女性。丈夫因提亚兹在一场事故中受伤后，她决定承担起养家的责任。尽管遭到家人反对，还因戴着黑色头巾受到偏见、找工作屡屡碰壁，她最终还是找到了第一份工作 —— 给帕鲁尔和维诺德这对严格素食的夫妇当厨师。 　　起初，阿姆琳面对陌生的食材和特殊的烹饪方式手足无措，但凭借实力逐渐获得认可，成了备受青睐的厨师。然而，她的成功却不可避免地削弱了丈夫作为一家之主的地位。 　　在这对夫妻面临 18 年婚姻中最大危机的过程里，导演塔妮莎・查特吉全力展现了一位女性反抗习俗与传统压迫的勇气。影片中偶尔穿插的幽默场景，搭配阿姆琳的想象，为观众带来喘息的空间，也营造出欢快的魔幻时刻。或许，我们都只需要一抹亮色来度过难关 —— 那抹我们总在梦里见到，却不知是否真的存在过的色彩。",https://image.tmdb.org/t/p/w500/hIhkAW6EGUfK0kJgjL3OYU1vdOu.jpg,tt32454557,https://www.imdb.com/title/tt32454557/,1535954
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,9,asian-film-of-the-year-ky-nam-inn,KY NAM INN,奇南客栈,2025,Leon Lê,,140,Vietnam,,VI,,"Set in 1985 post-war Vietnam, Khang moves to Saigon after securing a position to translate ""The Little Prince."" Due to his family connections, Khang's life under the new regime is secure. But everything changes when he meets Ky Nam, a reserved older widow who lives in Khang's new community.",1985年，战后的西贡仍处于改革开放之际，巷弄街灯昏黄，社区大门紧闭，年轻译者准备搬进，却苦不得其门而入，好在女子顺手相助，留下彼此难忘的那夜相识。他肩负着〈小王子〉重新出版的翻译工作，但目光却总是追寻着经营社区小餐馆的她。走廊擦肩问候、邻里谈天齐聚，无数个夜，那朵玫瑰，悄然在他的心里曼延滋长⋯⋯,https://image.tmdb.org/t/p/w500/6Av8MS7I5K251bMofglA9Qv2Xaa.jpg,tt36616095,https://www.imdb.com/title/tt36616095/,1516884
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,10,asian-film-of-the-year-the-king-s-warden,THE KING'S WARDEN,与王生活的男人,2026,Chang Hang-jun,,117,South Korea,,KO,,"In a remote mountain village of 15th-century Joseon, humble headman Heung-do hears a rumor that any village hosting an exiled nobleman will be blessed with abundance and fortune. Hoping to bring prosperity to his impoverished community, he eagerly submits a petition to host one—unaware that his guest is none other than the fallen monarch, deposed boy-king Danjong.",　　1457年，为了生活困苦的村民们，村长严兴道致力将清泠浦变成流放地，而就在村里迎来了惨遭流放的年幼君王李弘𬀩后，严兴道才发现这件事不如起初所想的那么简单……,https://image.tmdb.org/t/p/w500/3CnVA1jAA64Q3qNVAW8DekCu19b.jpg,tt38626703,https://www.imdb.com/title/tt38626703/,1321179
17,asian-film-of-the-year,Asian Film of the Year,年度亚洲电影,Asian Film,年度亚洲,Section,单元,#2f6f6a,Standout features from across the Asian production landscape.,本年度亚洲电影中的醒目之作。,11,11,asian-film-of-the-year-gohan,GOHAN,心犬相随,2026,Nattawut Poonpiriya,,145,Thailand,,TH,,"The bonds between humans and animals following a stray dog named Gohan as it moves through life with temporary owners over a decade, through good times and bad times, joy and sorrow, hellos and goodbyes.","　　影片以细腻的叙事串联起三段跨越十年的缘分，透过一只狗纯净的眼睛，折射出人类的孤独、勇气与希望。 　　2016年，退休日本工程师弘志在泰国偶然遇见蜷缩在便利店外的小白狗“Gohan”。从最初简单的喂食，到后来深刻的陪伴，Gohan让他重新感受到生活的温情。 　　2021年，缅甸籍女佣南查目睹雇主虐待一只被遗弃的狗，毅然决定救走它，并将它改名为“Brownie”。一人一狗展开了一场惊心动魄的逃亡之旅。 　　2026年，迷茫的大学生佩莱遇见了一只年迈病重的流浪狗，他为它取名“Hima”。在照顾Hima最后时光的过程里，佩莱尝试挽回逝去的感情，也逐渐在痛苦与怜悯中学会了如何真正去爱。",https://image.tmdb.org/t/p/w500/AqfICSOx9jBj8mcpIPqUINSNlT5.jpg,tt36958999,https://www.imdb.com/title/tt36958999/,1319522
18,midnight-fright,Midnight Fright,午夜惊奇,Midnight,午夜,Section,单元,#1a1a3a,Late-night genre cinema — restored shocks and contemporary scares.,午夜场的类型电影——修复经典与当代惊悚。,5,1,midnight-fright-carrie,CARRIE,魔女嘉莉,1976,Brian De Palma,,98,United States of America,,EN,4K,"Withdrawn and sensitive teenager Carrie White faces bullying from her classmates and abuse from her fanatically pious mother. When she begins to suspect that she has supernatural powers, things take a dark and violent turn.",内向孤僻的少女卡丽·怀特长期受专制宗教母亲的庇护，在毕业舞会上遭同学羞辱后，她潜藏的心灵感应能力骤然爆发。,https://image.tmdb.org/t/p/w500/8tT1rqlsTguyfUBMrbHR9cv1rxM.jpg,tt0074285,https://www.imdb.com/title/tt0074285/,7340
18,midnight-fright,Midnight Fright,午夜惊奇,Midnight,午夜,Section,单元,#1a1a3a,Late-night genre cinema — restored shocks and contemporary scares.,午夜场的类型电影——修复经典与当代惊悚。,5,2,midnight-fright-the-weed-eaters,THE WEED EATERS,噬草者,2025,Callum Devlin,,81,New Zealand,,EN,,Four slacker friends on a rural New Year’s getaway stumble across their reclusive host’s deadly stash: a killer strain of weed that makes unsuspecting stoners crave human flesh.,,https://image.tmdb.org/t/p/w500/2TmWYXesOwCq7zPTDjvjLivJw2S.jpg,tt35667902,https://www.imdb.com/title/tt35667902/,1474628
18,midnight-fright,Midnight Fright,午夜惊奇,Midnight,午夜,Section,单元,#1a1a3a,Late-night genre cinema — restored shocks and contemporary scares.,午夜场的类型电影——修复经典与当代惊悚。,5,3,midnight-fright-undertone,UNDERTONE,暗流低语,2026,Ian Tuason,,94,"Canada, United States of America",,EN,4K,The host of a popular paranormal podcast becomes haunted by terrifying recordings mysteriously sent her way.,伊薇（尼娜·凯莉 Nina Kiri 饰）肩负着照顾临终母亲的重任，她渴望逃离支离破碎的现实带来的孤独感。如今，她住在一间堆满感伤纪念品和回忆的房子里，理智和生活秩序都维系在她制作的超自然播客节目《底音》上。虽然她通常对搭档贾斯汀发给她的那些令人毛骨悚然的音频文件持怀疑态度，但最新收到的音频却让她感到不同寻常。一对年轻备孕夫妇的十段从未公开录音逐一揭晓，每一段都比上一段更加不祥。随着伊薇将这些录音与她目前的遭遇进行对比，隐藏的信息逐渐显现，将她推向疯狂的边缘……,https://image.tmdb.org/t/p/w500/2PFgFMnrdCPXWiZl1PUvky7Mo9D.jpg,tt35892608,https://www.imdb.com/title/tt35892608/,1480387
18,midnight-fright,Midnight Fright,午夜惊奇,Midnight,午夜,Section,单元,#1a1a3a,Late-night genre cinema — restored shocks and contemporary scares.,午夜场的类型电影——修复经典与当代惊悚。,5,4,midnight-fright-black-phone-2,BLACK PHONE 2,黑色电话2,2025,Scott Derrickson,,114,United States of America,,EN,4K,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",在逃离“掳童怪”的四年后，芬尼·布莱克依然难以从那段被囚禁的经历中恢复。妹妹格温在梦中开始接到来自那部黑色电话的来电，并看见三个男孩在冬令营中被神秘人跟踪的可怕景象。兄妹俩决定揭开真相，直面那个在死后变得更为强大、也与他们命运纠缠得愈发紧密的杀手。,https://image.tmdb.org/t/p/w500/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,tt29644189,https://www.imdb.com/title/tt29644189/,1197137
18,midnight-fright,Midnight Fright,午夜惊奇,Midnight,午夜,Section,单元,#1a1a3a,Late-night genre cinema — restored shocks and contemporary scares.,午夜场的类型电影——修复经典与当代惊悚。,5,5,midnight-fright-becoming-human,BECOMING HUMAN,影院灵缘,2025,Polen Ly,,99,Cambodia,,KM,,"Thida, the spirit guardian of an old cinema facing demolition, must confront her existence as a ghost and the choice of rebirth. When she meets Hai, a living human with whom she forms a deep bond, their connection forces her to face not only her spiritual destiny but also the realities of a country undergoing profound economic and social change.",旧戏院将被拆卸，守护此地的幽灵必须作出决定：要么做鬼，要么重生为人。正当她为前路感到迷茫困扰，竟遇上一位同样茫然惆怅但活生生的人类。两人在柬埔寨壮丽自然景观下低语相伴，在彼此中找到慰藉。导演首部剧情长片，以超现实角度响应柬埔寨大屠杀遗留的伤痕；社会遭逢巨变，新旧创伤不断交织，但脆弱或能透过连接转化为坚韧。人生纵然苦短，倘若有机会，你又会否选择重生为人？,https://image.tmdb.org/t/p/w500/a8M0VtllI5p9Zt6fjywSq3cx2yP.jpg,tt37651659,https://www.imdb.com/title/tt37651659/,1510537
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,1,dostoyevsky-pickpocket,PICKPOCKET,扒手,1959,Robert Bresson,罗贝尔·布列松,76,France,法国,French,,"Bresson's elliptical adaptation of Crime and Punishment as a study of a young Parisian thief — gestures of hands, the architecture of guilt.",布列松将《罪与罚》缩进巴黎街头一位扒手的双手与目光之间。手部动作的精确编排，构成了罪与悔的几何。,https://image.tmdb.org/t/p/w500/kxpvceDv9fhFc4OAs82fmdzu17Y.jpg,tt0053168,https://www.imdb.com/title/tt0053168/,690
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,2,dostoyevsky-the-brothers-karamazov,THE BROTHERS KARAMAZOV,卡拉马佐夫兄弟,1969,Ivan Pyriev,伊万·皮里耶夫,232,USSR,苏联,Russian,,"A monumental Soviet adaptation of Dostoyevsky's final novel — the four sons, the father, the lacerating question of who is responsible for what.",苏联电影对陀思妥耶夫斯基绝笔之作的宏大改编：四个儿子、一个父亲，以及那个反复撕咬的问题——谁该为这一切负责。,https://image.tmdb.org/t/p/w500/xHgtrCWtcMivzbSZWOtzeW45GrM.jpg,tt0062757,https://www.imdb.com/title/tt0062757/,173962
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,3,dostoyevsky-crime-and-punishment,CRIME AND PUNISHMENT,罪与罚,1983,Lev Kulidzhanov,列夫·库利贾诺夫,209,USSR,苏联,Russian,,"Kulidzhanov's two-part Crime and Punishment, faithful to the novel's interior weather — Raskolnikov in close-up, Petersburg in fog.",库利贾诺夫两部曲式的《罪与罚》，忠实地呈现了小说的内在天气：拉斯科尔尼科夫的特写，与雾中的彼得堡。,https://image.tmdb.org/t/p/w500/2z9EotczX6EY2oxhHU6PnpDmrrI.jpg,tt0086199,https://www.imdb.com/title/tt0086199/,74295
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,4,dostoyevsky-the-double,THE DOUBLE,双重人格,2013,Richard Ayoade,理查德·阿尤阿德,93,United Kingdom,英国,English,,"Ayoade's dread-comic riff on Dostoyevsky's novella — a meek office worker meets the man who is exactly him, only confident.",阿尤阿德将陀思妥耶夫斯基的中篇拍成了焦虑喜剧：怯懦的办公室职员遇见了与自己一模一样、只是更加自信的他。,https://image.tmdb.org/t/p/w500/A9VLTtbUfNSyplayHsD5QLuSPT6.jpg,tt2593290,https://www.imdb.com/title/tt2593290/,164502
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,5,dostoyevsky-enemy,ENEMY,宿敌,2013,Denis Villeneuve,丹尼斯·维伦纽瓦,91,Canada / Spain,加拿大／西班牙,English,,"Villeneuve's Toronto-set doppelgänger thriller, drawing on Saramago and Dostoyevsky alike — a sallow gold-lit unease that does not let go.",维伦纽瓦在多伦多拍摄的双生人惊悚片，兼取材自萨拉马戈与陀思妥耶夫斯基。蜡黄金色的不安，一旦缠上便不肯松开。,https://image.tmdb.org/t/p/w500/3N76HlJc6QtPkMakGyDtVBFoaQe.jpg,tt3187076,https://www.imdb.com/title/tt3187076/,223895
19,dostoyevsky,Soil & Soul: Dostoyevsky on Screen,特别策划 ｜ 泥土与灵魂：陀思妥耶夫斯基的银幕变奏,Dostoyevsky on Screen,陀思妥耶夫斯基,Special Selection,特别策划,#7a3a30,"Five screen variations on the Russian master, from Bresson's chamber severity to Villeneuve's mirrored unease.",陀思妥耶夫斯基的五次银幕变奏，从布列松的室内严苛，到维伦纽瓦的双生不安。,6,6,dostoyevsky-rope,ROPE,夺魂索,1948,Alfred Hitchcock,,81,United States of America,,EN,4K,Two young men attempt to prove they committed the perfect murder by hosting a dinner party for the family of a classmate they just strangled to death.,博兰顿和菲利普都是哈佛的高才生，一天，都是同性恋的两人合谋杀害了同学戴维，并藏尸于一个大箱子中。或许是出于炫耀，他们做出了一个惊人的举动。那就是用装着戴维尸体的箱子当餐桌，邀请了戴维的父母、未婚妻、同学和茹伯特教授来赴宴。他们谎称戴维外出了，和客人们在戴维的“棺材”上进行着宴会。胆小的菲利普从宴会开始就开始坐立不安，但是博兰顿却不慌不忙，在客人中滔滔不绝。然而，聪明的茹伯特教授从博兰顿的谈话中渐渐察觉出事有蹊跷.,https://image.tmdb.org/t/p/w500/9ar6rxLDB8kagAnXZKn6h9smscr.jpg,tt0040746,https://www.imdb.com/title/tt0040746/,1580
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,1,film-history-intolerance-love-s-struggle-throughout-the-ages,INTOLERANCE: LOVE'S STRUGGLE THROUGHOUT THE AGES,党同伐异,1916,D.W. Griffith,,197,United States of America,,EN,,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",一位贫困少妇因社会偏见被迫与丈夫、婴孩分离的遭遇，与人类历史上诸多关于偏狭迫害的故事古今交织。,https://image.tmdb.org/t/p/w500/lJCabs4TMOsKfnl0BmA5Hf16Ezb.jpg,tt0006864,https://www.imdb.com/title/tt0006864/,3059
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,2,film-history-mother,MOTHER,母亲,1926,Vsevolod Pudovkin,弗谢沃洛德·普多夫金,89,USSR,苏联,Silent,,Pudovkin's 1926 adaptation of Gorky's novel — a woman in revolutionary Russia learns whose side she is on.,普多夫金 1926 年改编自高尔基的同名小说：革命中的俄罗斯，一位母亲学到了她该站在哪一边。,https://image.tmdb.org/t/p/w500/u9u71FR74RVndbAbW3rlmts0QyS.jpg,tt0017128,https://www.imdb.com/title/tt0017128/,98914
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,3,film-history-waves-washing-the-sand,WAVES WASHING THE SAND,浪淘沙,1936,Wu Yonggang,,68,China,,ZH,,"Returning home from a long voyage overseas, a man finds his wife and child living with another man. Fuelled by anger, he murders the other man and is forced to flee justice, until he faces death on a deserted island.",历经千辛万苦，水手阿龙（金焰 饰）终于乘船返回家乡。他满心欢喜，期待早点儿见到老婆和女儿小龙。下了船，阿龙径直回到家中，也许他太过兴奋，以致于全然没有中遇到邻居脸上流露出来的诡异惊恐的表情。原来老婆背着他在家里偷人，与情夫幽会时甚至将女儿仍在门口不予理睬。当场捉奸的阿龙怒上心头，失手杀死奸夫后转身离去。挂念女儿的阿龙趁夜潜回家中，结果被高傲跋扈的警探老章（章志直 饰）发觉。阿龙侥幸逃脱，从此隐姓埋名，四海流浪。,https://image.tmdb.org/t/p/w500/q8xYJlBTYFnHtaKKYEvDxdLukD0.jpg,tt0806106,https://www.imdb.com/title/tt0806106/,295285
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,4,film-history-it-s-a-wonderful-life,IT’S A WONDERFUL LIFE,生活多美好,1946,Frank Capra,,131,United States of America,,EN,4K,"George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",一位天使被派往人间，帮助一位万念俱灰的商人，向他展现假如他从未存在过，生活将会是怎样的光景。,https://image.tmdb.org/t/p/w500/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,tt0038650,https://www.imdb.com/title/tt0038650/,1585
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,5,film-history-the-searchers,THE SEARCHERS,搜索者,1956,John Ford,约翰·福特,119,USA,美国,English,4K,"Ford's Monument Valley elegy — Ethan Edwards walks for years looking for his niece, and for whatever's still in him.",福特拍下的纪念碑谷挽歌：伊森·爱德华兹走了多年，去找他的侄女，也去找他体内还剩下什么。,https://image.tmdb.org/t/p/w500/jLBmgW0epNzJ1N9uzaVCjbyT94v.jpg,tt0049730,https://www.imdb.com/title/tt0049730/,3114
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,6,film-history-come-drink-with-me,COME DRINK WITH ME,大醉侠,1966,King Hu,胡金铨,91,"Hong Kong, China",中国香港,Mandarin,4K,"King Hu's wuxia milestone — Golden Swallow, the inn, the bandits, the choreography that became a vocabulary.",胡金铨的武侠里程碑——金燕子、客栈、群匪，与日后成为类型语汇的动作编排。,https://image.tmdb.org/t/p/w500/bVQhrpCfMZy8YoiAmbze1qWIoho.jpg,tt0059079,https://www.imdb.com/title/tt0059079/,26259
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,7,film-history-the-cassandra-crossing,THE CASSANDRA CROSSING,卡桑德拉大桥,1976,George P. Cosmatos,乔治·P·考斯马图斯,129,United Kingdom / Italy,英国／意大利,English,,"A transcontinental train carries a contagion toward a condemned bridge. Sophia Loren, Richard Harris.",一列跨洲列车载着一种瘟疫，驶向一座废弃的桥。索菲娅·罗兰、理查德·哈里斯主演。,https://image.tmdb.org/t/p/w500/3WKV7PPWp6ybjibhZF6AMfFErqp.jpg,tt0074292,https://www.imdb.com/title/tt0074292/,32037
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,8,film-history-the-terrorist,THE TERRORIST,恐怖分子,1986,Edward Yang,,109,Taiwan,,ZH,,"An uncompromising look into urban life from the eyes of a voyeuristic photographer, a rebellious teenager, and a married couple teetering on the edge of adultery.","　　老顾（顾宝明 饰）率领警察捣毁一个贼窝，唯一跳窗逃走的女孩淑安腿骨折断，被路过的男孩小强送去医院。 　　淑安返家后，被母亲关在家中，无聊时四处打电话恶作剧，其中一个电话打给了一个叫周郁芳（缪骞人 饰）的女人，她假冒是周的丈夫在外面的女友，怀孕了要她出来谈判。周郁芬嫁给李立中（李立群 饰）已经有七年，丈夫是个安分守己的男人，在一家医院工作。结婚后她辞了工作，在家写作。匿名电话深深刺激了周郁芬，她对生活失去信心，而旧情人沈维彬（金士杰 饰）的出现也给了她希望，于是她暂时离开李立中，小说也获了奖。 　　分居使得李立中十分苦恼，后来他得知妻子离去只是因为一个电话，急于解释但并不奏效，最后铤而走险……",https://image.tmdb.org/t/p/w500/7uX1PVn9Tob81hqwdzAjqPeaXZO.jpg,tt0091355,https://www.imdb.com/title/tt0091355/,78450
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,9,film-history-the-english-patient,THE ENGLISH PATIENT,英国病人,1996,Anthony Minghella,安东尼·明格拉,162,USA / UK,美国／英国,English,,"A burned man in a Tuscan villa remembers North Africa, a wife, and a desert that owes him nothing.",托斯卡纳别墅中的烧伤者，回忆起北非、一位妻子，以及一片对他毫无亏欠的沙漠。,https://image.tmdb.org/t/p/w500/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg,tt0116209,https://www.imdb.com/title/tt0116209/,409
20,film-history,From Film History,影史推荐,Film History,影史,Section,单元,#7a5530,A spine of classics — silent to '90s — re-met on the big screen.,一条经典脊柱：从默片到九十年代，重返大银幕。,10,10,film-history-the-roof,THE ROOF,屋顶,1956,Vittorio De Sica,,97,Italy,,IT,,"Under provincial Italian law at the time, once a roof is erected, the occupants cannot be evicted from a building. This comedy follows the efforts of a family to erect the roof on a house overnight so that a newlywed couple can have their own home.",德西卡作品，此片秉承了意大利现实主义精髓，关注战后普通民生，剧情一波三折，演员演技精湛，镜头也十分讲究；一对相爱的小夫妻苦于无地可住（说明蜗居之苦，全世界各年代通用），在遭遇家庭排挤、投奔朋友无解、租房无望后，急中生智，充分利用丈夫的手艺行当，意欲在一夜之间令“江山大改”，虽最后紧急关头屋顶尚留一方空白，但结尾处警察的高抬贵手，给本片留下温馨余味；片名《屋顶》乃本片泉眼，处处着眼，并担当了屋子和家庭的象征。,https://image.tmdb.org/t/p/w500/xiBsp3DTOSJLoLuUPBmfw5iHiXW.jpg,tt0049839,https://www.imdb.com/title/tt0049839/,113936
21,blow-up,Blow-Up,放大,Blow-Up,放大,Section,单元,#4a3a2a,"Genre cinema at scale — sharp, propulsive, made to be seen big.",类型电影的放大尺寸——锋利、推进，且必须在大银幕观看。,5,1,blow-up-conrad-crab-idiotic-gems,CONRAD & CRAB – IDIOTIC GEMS,圣玛丽矿镇谜案,2026,Claude Schmitz,,96,"Belgium, France",,FR,,"Two less-than-splendid members of the judicial police of Perpignan arrive in the small town of Sainte-Marie-aux-Mines to watch over activities at the local gem market fair. In investigating a seemingly trivial matter, they stumble onto a potentially bigger criminal network.",,https://image.tmdb.org/t/p/w500/8thenzEeFqv5O02iwmPdVaK0nVo.jpg,tt38504753,https://www.imdb.com/title/tt38504753/,1273296
21,blow-up,Blow-Up,放大,Blow-Up,放大,Section,单元,#4a3a2a,"Genre cinema at scale — sharp, propulsive, made to be seen big.",类型电影的放大尺寸——锋利、推进，且必须在大银幕观看。,5,2,blow-up-code-3,CODE 3,三级警戒,2025,Christopher Leone,,100,United States of America,,EN,,A burned-out paramedic tries to survive his last 24 hours on the job while training a new recruit.,影片讲述了一位24小时轮班、忙碌、劳累过度、几乎精疲力竭的急救员的故事。Randy是一名急救员，他因工作过度疲惫，甚至想辞职。在他最后一天的工作中，他的主管Shanice安排了一位学生Jessica陪他一起上岗。Randy的急救搭档Mike也加入了他的行列。Randy的最后一天充满了冒险——但对他和Mike来说，这只是办公室里普通的一天。,https://image.tmdb.org/t/p/w500/gIAYMDb5mIAeCAj76q1sRsKjkzo.jpg,tt26394837,https://www.imdb.com/title/tt26394837/,1161617
